employee_id,home_lat,home_lon
77,53.5765825,9.941909
78,53.76664537759473,9.972125375377562
79,53.6876944,10.1420167
80,53.5745581,9.9006058
81,53.7205626,10.0183463
82,53.9091319,9.8768149
83,53.6201254,10.1333123
84,53.6685746,10.4155367
85,53.5940822,9.7197942
86,53.85223,10.1187629
87,53.8247028,10.1523187
88,53.7150986,10.2943191
89,53.5539719,9.8295276
90,53.519521,10.2529862
91,53.842035,10.1157078
92,53.7357169,10.3987989
93,53.805806,10.1582649
94,53.9206068,10.1452306
95,53.8355536,10.072755
96,53.554139,10.0557991
97,53.6397264,9.8272708
98,53.6087663,10.1802159
99,53.517819,9.9856295
100,53.6014684,9.80116
101,53.6355926,9.7505486
102,53.785902,9.8232545
103,53.6674729,10.0777025
104,53.900431,9.9758562
105,53.6276149,9.7433046
106,53.6915531,9.6699763
107,53.6313829,10.1498494
108,53.528767,9.9355766
109,53.6100939,9.8411367
110,53.7930497,9.7581929
111,53.7016871,9.7120981
112,53.497324,9.9624681
113,53.7992263,10.3785181
114,53.8074783,9.9578669
115,53.5793295,9.7209511
116,53.8570477,9.822932
117,53.5333866,10.2234374
118,53.8400664,10.1939698
119,53.662645,9.9091171
120,53.7476817,9.8059313
121,53.7468618,10.3797063
122,53.6303726,10.0917369
123,53.5533025,9.9068519
124,53.8704037,9.8934342
125,53.8041713,10.313376
126,53.6049099,9.679871
127,53.6298862,10.0461732
128,53.7886642,9.7349035
129,53.8691427,10.033378
130,53.5705385,10.0179404
131,53.7458094,10.3776399
132,53.4671279,9.9996599
133,53.6919037,10.345141
134,53.8406823,10.044896
135,53.5099242,10.2137567
136,53.565574,10.1292429
137,53.6877602,9.6696562
138,53.6379249,10.4130061
139,53.703182,10.3765959
140,53.543394,10.1940449
141,53.5611598,9.967663
142,53.7548254,10.0971936
143,53.6933176,9.9884162
144,53.6338913,10.1884099
145,53.9190536,10.1328883
146,53.5212862,9.9211485
147,53.8157228,9.7840598
148,53.6391579,10.3599979
149,53.7406643,9.8875339
150,53.8367272,9.9976442
151,53.8416941,9.955405
152,53.8830303,9.9547519
153,53.8881093,9.8313
154,53.561485,9.9599144
155,53.6245096,10.1055932
156,53.8591347,10.0936084
157,53.5475742,9.9259024
158,53.526,9.9950739
159,53.575135938805495,10.149597227464279
160,53.7901574,9.9389274
161,53.7478749,9.679864
162,53.83247873645443,9.994142362155536
163,53.8021838,9.9412631
164,53.5454495,9.9769311
165,53.4645908,10.1149535
166,53.4822419,10.1351661
167,53.653089,9.8228701
168,53.6626332,10.3049204
169,53.4945089,10.0233245
170,53.4926992,10.078484
171,53.8535206,10.1693417
172,53.7200012,10.30902
173,53.8223468,10.3263463
174,53.5106975,9.9004033
175,53.5661085,10.1788391
176,53.570518,9.7536341
177,53.5422102,10.1719924
178,53.6991945,9.7355042
179,53.6172551,10.2809321
180,53.8348948,9.7276318
181,53.6136646,9.9103535
182,53.6617329,10.1943436
183,53.7725407,9.9364282
184,53.5525791,10.2055733
185,53.5440217,10.2499475
186,53.5377043,9.8580338
187,53.794229,9.8466916
188,53.8065175,10.2660008
189,53.6200939,10.1399085
190,53.8480458,9.7733313
191,53.7078698,10.384406
192,53.6346562,9.9748579
193,53.864687,9.8731018
194,53.616528,10.3406368
195,53.4644161,10.1152386
196,53.5472247,10.1077195
197,53.7465279,10.3784942
198,53.8660955,10.0262493
199,53.8076516,9.8493249
200,53.6493095,10.2580263
201,53.7972587,10.1275693
202,53.703714,10.4628099
203,53.6534043,10.3618795
204,53.754155,9.9298998
205,53.6494832,9.7771649
206,53.7270797,9.9224883
207,53.603639,9.870869
208,53.6476347,10.3644895
209,53.7650165,10.0968633
210,53.8410044,9.9555759
211,53.5405261,9.9692207
212,53.7357789,10.0895595
213,53.8074783,9.9578669
214,53.549321,9.8788089
215,53.7231927,10.4013318
216,53.8256736,9.7753227
217,53.5446114,9.916931
218,53.77924,9.9783912
219,53.7984962,10.2395773
220,53.593174226583166,9.958298652112838
221,53.7494898,10.0641114
222,53.4576218,9.9572449
223,53.7805667569871,9.884740214590705
224,53.5629232,10.3300149
225,53.6522574,10.2539726
226,53.6961209,10.3203762
227,53.5570855,9.8648225
228,53.7491778,10.0015396
229,53.911744,9.8656016
230,53.5600634,10.1013027
231,53.6971474,9.6584443
232,53.5097965,10.0154318
233,53.8909104,10.171415
234,53.7736802,9.8732417
235,53.8213498,9.870427
236,53.8013009,10.3575977
237,53.6273026,10.0156932
238,53.4497838,9.9650489
239,53.5264435,10.3138277
240,53.8441047,10.2375801
241,53.8247822,9.9853973
242,53.6346023,9.9006794
243,53.6375211,9.8954759
244,53.7024943,9.7226846
245,53.5694493,10.2382345
246,53.763695,10.1914442
247,53.69422363767911,10.377372499773864
248,53.7497391,10.0961196
249,53.6928231,9.9783769
250,53.5103548,10.3033608
251,53.5383502,10.0428504
252,53.8039057,10.3504297
253,53.6235425,9.7392376
254,53.5484246,9.8663581
255,53.6373981,10.0833068
256,53.734281,10.0834611
257,53.6022638,10.4045807
258,53.5875796,9.9431062
259,53.6507358,9.9011673
260,53.545318,10.2008771
261,53.8491774,9.9079398
262,53.5482817,9.8569254
263,53.7576673,9.7705082
264,53.5164543,9.9929379
265,53.5250832,10.0801086
266,53.5742696,9.9036618
267,53.6186053,10.0505063
268,53.5072998,9.8634923
269,53.7767701,9.9262086
270,53.5071952,9.8624003
271,53.6582362,9.7319805
272,53.603173,10.2133057
273,53.6005889,10.1223336
274,53.631913,9.9466721
275,53.6444129,10.2787543
276,53.5144364,10.0295047
277,53.7860794,10.2869009
278,53.8919252,10.1706761
279,53.7635454,10.357889
280,53.5741125,10.3617812
281,53.4899353,10.009594
282,53.5713471,9.8861511
283,53.6952669,10.1318291
284,53.6448059,9.9480733
285,53.6064621,10.0856518
286,53.6151135,10.2412214
287,53.5203969,10.0857468
288,53.6623721,10.2891879
289,53.5099406,10.099977
290,53.8408291,9.957939
291,53.8740602,10.2013964
292,53.6104885,10.3346642
293,53.8939234,10.1120785
294,53.6195178,9.6697541
295,53.8260454,9.7886796
296,53.8661012,10.0814329
297,53.4907534,10.0743257
298,53.553372,9.84809
299,53.8569354,10.1430142
300,53.7928478,9.9250254
